 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
54506,31902,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,94.03799135,15951.0,22522.765190000002,31877,25,31902,31902.0,0.0,31902,31902,0,0.0,0.0,0,0,0,0,0,0,64,32,62.69199423,31.34599712,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,71,414,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,177,2,2,62,126,31,31,31.0,0.0,63,63,63.0,0.0,1062146.893,22598.87006,59.0,63.22183167,127,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,40,40,11299.43503,11299.43503,31,63,43.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,54.75,31.0,63.0,40,0,0,0,0,0,0,2,62,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50405,41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.926829268,48780.487804878096,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24390.243902439,24390.243902439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30651042,10,10,1735,3796,1382,0,173.5,429.66065419999995,1761,0,379.6,661.1801234000002,180.45063530000002,0.652506365,1613212.737,3679222.522,10000000,3,20800000,2311693.556,4388805.305,10200000,8803,30500000,3388703.222,4960644.538,10200000,3,0,0,0,0,212,236,0.326253183,0.326253183,0,1761,263.3809524,542.2698107000001,294056.5476,0,0,0,1,0,0,0,0,1,276.55,173.5,379.6,212,0,0,0,0,0,0,10,1735,10,3796,8192,65,9,20,335697.0,317135.1334,701893,152354,9881316.0,165001.3043,10000000,9692953,BENIGN
80,95481912,6,6,351,11595,351,0,58.5,143.29515,5792,0,1932.5,2181.008184,125.112702,0.12567825400000002,8680173.818,28800000.0,95500000,5,95500000,19100000.0,42700000.0,95500000,5,12631,2526.2,4317.73143,10062,46,0,0,0,0,200,200,0.06283912700000001,0.06283912700000001,0,5792,918.9230769,1716.029014,2944755.577,0,0,0,0,1,0,0,0,1,995.5,58.5,1932.5,200,0,0,0,0,0,0,6,351,6,11595,251,235,1,32,271.0,0.0,271,271,95500000.0,0.0,95500000,95500000,ATTACK
80,83163,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24.04915648,83163.0,0.0,83163,83163,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.02457824,12.02457824,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,240,119,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55928,48,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,20833.33333,20833.33333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,344,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,17,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,117647.0588,17.0,0.0,17,17,17,17.0,0.0,17,17,0,0.0,0.0,0,0,0,0,0,0,40,0,117647.0588,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,40,0,0,0,0,0,0,2,0,0,0,16198,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116147403,154,275,2433,388727,426,0,15.798701300000001,58.50941267,3468,0,1413.552727,402.1944821000001,3367.789463,3.69358237,271372.4369,1599107.4740000004,10000000,1,116000000,759133.3529,2613768.883,10000000,48,111000000,405862.6934,1969163.783,10000000,2,0,0,0,0,3092,5644,1.325901363,2.3676810059999998,0,3468,909.6744186000001,745.6828763,556042.952,0,0,0,1,0,0,0,0,1,911.7948718,15.798701300000001,1413.552727,3092,0,0,0,0,0,0,154,2433,275,388727,8192,33,153,20,114975.2727,331056.5025,1113148,14973,9994677.909,18303.6119,10000000,9939515,BENIGN
443,116264353,20,17,1284,447,595,0,64.2,169.0504752,277,0,26.29411765,74.24096301,14.88848435,0.318240278,3229565.361,4640168.298,10000000,3,116000000,6119176.4739999985,4844918.864,10000000,3,111000000,6926007.75,4748850.502,10000000,481,0,0,0,0,412,484,0.172021772,0.146218506,0,595,45.55263158,132.185925,17473.11878,0,0,0,1,0,0,0,0,0,46.78378378,64.2,26.29411765,412,0,0,0,0,0,0,20,1284,17,447,8192,984,19,20,71943.33333,168750.8474,607796,22866,9616752.5,1320014.86,10000000,5425207,BENIGN
53,159,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,981132.0755,25157.2327,53.0,85.73797292,152,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,12578.61635,12578.61635,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,64,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,30519287,11,11,1042,3837,722,0,94.72727273,218.19490869999998,1600,0,348.8181818,602.9770838,159.8661201,0.720855635,1453299.381,3530631.793,10200000,3,20900000,2094077.2,4268696.223,10400000,252,30400000,3036862.2,4811367.369,10400000,3,0,0,0,0,360,360,0.36042781700000004,0.36042781700000004,0,1600,212.13043480000002,452.97203449999995,205183.664,0,0,0,1,0,0,0,0,1,221.7727273,94.72727273,348.8181818,360,0,0,0,0,0,0,11,1042,11,3837,29200,62,3,32,287185.6667,236885.1322,560717,150268,9885909.0,418615.31299999997,10200000,9428244,BENIGN
53,30756,2,2,90,164,45,45,45.0,0.0,82,82,82.0,0.0,8258.551177,130.055924,10252.0,17750.92271,30749,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,65.02796202,65.02796202,45,82,59.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,74.75,45.0,82.0,64,0,0,0,0,0,0,2,90,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30480,1,1,52,68,52,52,52.0,0.0,68,68,68.0,0.0,3937.0078740000004,65.6167979,30480.0,0.0,30480,30480,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.80839895,32.80839895,52,68,57.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,86.0,52.0,68.0,20,0,0,0,0,0,0,1,52,1,68,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11889532,4,4,390,3525,390,0,97.5,195.0,3525,0,881.25,1762.5,329.2812535,0.6728607990000001,1698504.571,2946379.066,6866094,65,6875751,2291917.0,3968907.8230000003,6874817,426,11900000,3963141.667,3553073.705,6866094,892,0,0,0,0,136,136,0.336430399,0.336430399,0,3525,435.0,1165.9063,1359337.5,0,0,0,1,0,0,0,0,1,489.375,97.5,881.25,136,0,0,0,0,0,0,4,390,4,3525,29200,235,1,32,999.0,0.0,999,999,6866094.0,0.0,6866094,6866094,ATTACK
64012,2554,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,783.0853563,2554.0,0.0,2554,2554,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,391.54267819999995,391.54267819999995,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55846,717683,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,50.16142224,8.360237041,143536.6,299799.4316,679563,1,0,0.0,0.0,0,0,699005,174751.25,336665.8627,679563,1,0,0,0,0,20,100,1.39337284,6.9668642000000025,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52946,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5111549,5,1,123,46,46,0,24.6,23.27659769,46,46,46.0,0.0,33.06238481,1.1738124779999999,1022309.8,2232887.912,5016392,3,5111549,1277887.25,2492716.692,5016392,3,0,0.0,0.0,0,0,1,0,0,0,100,20,0.978177065,0.195635413,0,46,30.71428571,21.68497395,470.2380952,0,1,0,0,1,0,0,0,0,35.83333333,24.6,46.0,100,0,0,0,0,0,0,5,123,1,46,255,368,2,20,93277.0,0.0,93277,93277,5016392.0,0.0,5016392,5016392,BENIGN
80,76247173,12,10,807,293,800,0,67.25,230.75690669999997,293,0,29.3,92.65473544,14.42676439,0.288535288,3630817.762,4766360.731000002,10000000,69,76200000,6931561.182,4536611.683999999,10000000,23438,70500000,7829322.667,4368834.771000002,10000000,59219,0,0,0,0,252,296,0.157382884,0.131152404,0,800,47.82608696,174.93470269999997,30602.1502,0,0,0,1,0,0,0,0,0,50.0,67.25,29.3,252,0,0,0,0,0,0,12,807,10,293,8192,963,8,20,73741.375,142187.3308,425637,23302,9457155.25,1494836.063,10000000,5759900,BENIGN
53,23695,2,2,80,220,40,40,40.0,0.0,110,110,110.0,0.0,12660.89892,168.81198569999995,7898.333333,13635.29906,23643,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,84.40599283,84.40599283,40,110,68.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,85.0,40.0,110.0,40,0,0,0,0,0,0,2,80,2,220,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,167495,13,12,1653,5063,1092,0,127.1538462,296.94523799999996,1430,0,421.91666669999995,584.7609392,40096.71931,149.2581868,6978.958333,12697.84667,41524,1,167495,13957.916669999999,16475.830869999998,42484,3,122808,11164.363640000001,19002.22282,53573,1,0,0,0,0,272,252,77.61425714,71.64392967,0,1430,258.3076923,466.0931898,217242.8615,0,0,0,1,0,0,0,0,0,268.64,127.1538462,421.91666669999995,272,0,0,0,0,0,0,13,1653,12,5063,8192,373,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,222,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1207207.207,18018.01802,74.0,86.26123115,170,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,64,9009.009009000001,9009.009009000001,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,64,0,0,0,0,0,0,2,64,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,3140830,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,57.6280792,1.910323067,628166.0,1300855.618,2953320,48,3140830,785207.5,1448099.696,2953320,48,0,0.0,0.0,0,0,1,0,0,0,100,20,1.59193589,0.318387178,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,256,35,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,115906465,16,14,437,796,437,0,27.3125,109.25,796,0,56.85714286,212.7399486,10.63788806,0.258829393,3996774.655,4975289.435,10200000,10,116000000,7727097.667,4356803.101,10200000,105,113000000,8654711.231,3835847.97,10200000,888,0,0,0,0,520,456,0.138042343,0.12078705,0,796,39.77419355,160.7838528,25851.44731,0,0,0,1,0,0,0,0,0,41.1,27.3125,56.85714286,520,0,0,0,0,0,0,16,437,14,796,29200,285,1,32,26024.63636,7517.810429999998,48670,23492,10200000.0,46231.99216,10200000,10100000,BENIGN
53,143466,2,2,72,232,36,36,36.0,0.0,116,116,116.0,0.0,2118.968954,27.88117045,47822.0,82794.62832,143425,4,37,37.0,0.0,37,37,4,4.0,0.0,4,4,0,0,0,0,64,64,13.94058523,13.94058523,36,116,68.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,85.0,36.0,116.0,64,0,0,0,0,0,0,2,72,2,232,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56715,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,120,16417,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31785,2,2,74,370,37,37,37.0,0.0,185,185,185.0,0.0,13968.85323,125.8455246,10595.0,18347.61431,31781,0,0,0.0,0.0,0,0,4,4.0,0.0,4,4,0,0,0,0,64,40,62.92276231,62.92276231,37,185,96.2,81.06293851,6571.2,0,0,0,0,0,0,0,0,1,120.25,37.0,185.0,64,0,0,0,0,0,0,2,74,2,370,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,24563,2,2,68,198,34,34,34.0,0.0,99,99,99.0,0.0,10829.2961,162.84655780000003,8187.666667,14177.124609999999,24558,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,64,81.42327892,81.42327892,34,99,60.0,35.60196624,1267.5,0,0,0,0,0,0,0,0,1,75.0,34.0,99.0,64,0,0,0,0,0,0,2,68,2,198,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50048,73,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27397.26027,73.0,0.0,73,73,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,13698.630140000001,13698.630140000001,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51544,86,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,23255.81395,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11627.90698,11627.90698,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,493,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,330628.8032,4056.795132,493.0,0.0,493,493,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2028.397566,2028.397566,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,32,0,0,0,0,0,0,1,51,1,112,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,20998,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,5238.5941520000015,95.24716640000001,20998.0,0.0,20998,20998,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,47.62358320000001,47.62358320000001,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,168266,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,11.8859425,168266.0,0.0,168266,168266,168266,168266.0,0.0,168266,168266,0,0.0,0.0,0,0,0,0,0,0,64,0,11.8859425,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,237,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9081,15,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,533333.3333,133333.3333,15.0,0.0,15,15,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,66666.66667,66666.66667,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
53,200738,1,1,55,118,55,55,55.0,0.0,118,118,118.0,0.0,861.8198846257001,9.963235660399999,200738.0,0.0,200738,200738,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,4.981617830199999,4.981617830199999,55,118,76.0,36.3730669589,1323.0,0,0,0,0,0,0,0,0,1,114.0,55.0,118.0,20,0,0,0,0,0,0,1,55,1,118,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23660,2,2,70,188,35,35,35.0,0.0,94,94,94.0,0.0,10904.480140000001,169.06170749999995,7886.666667,13655.77732,23655,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,80,84.53085376,84.53085376,35,94,58.6,32.31563089,1044.3,0,0,0,0,0,0,0,0,1,73.25,35.0,94.0,64,0,0,0,0,0,0,2,70,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50135,11083444,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,3.248087869,0.541347978,2216688.8,4936538.018999998,11000000,1,0,0.0,0.0,0,0,11100000,2768173.25,5519508.687999999,11000000,1,0,0,0,0,20,100,0.09022466300000001,0.451123315,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,36027.0,0.0,36027,36027,11000000.0,0.0,11000000,11000000,BENIGN
53,31176,2,2,78,204,39,39,39.0,0.0,102,102,102.0,0.0,9045.419554,128.30382350000002,10392.0,17997.73994,31174,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,64.15191173,64.15191173,39,102,64.2,34.50652112,1190.7,0,0,0,0,0,0,0,0,1,80.25,39.0,102.0,64,0,0,0,0,0,0,2,78,2,204,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5763264,8,5,609,2683,342,0,76.125,125.16096780000001,1460,0,536.6,707.412044,571.2040955,2.255666234,480272.0,1619708.915,5623302,4,5763264,823323.4286,2116753.419,5623302,4,65714,16428.5,17626.09222,37304,47,0,0,0,0,172,108,1.3881022980000002,0.8675639359999999,0,1460,235.1428571,466.0267172,217180.9011,0,0,0,1,0,0,0,0,0,253.23076919999997,76.125,536.6,172,0,0,0,0,0,0,8,609,5,2683,8192,4912,7,20,139958.0,0.0,139958,139958,5623302.0,0.0,5623302,5623302,BENIGN
6002,100,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,160000.0,40000.0,33.33333333,28.04163571,51,1,1,1.0,0.0,1,1,48,48.0,0.0,48,48,0,0,0,0,48,40,20000.0,20000.0,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,189847,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10.53479908,189847.0,0.0,189847,189847,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,5.267399538,5.267399538,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,245,139,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8181,50,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,120000.0,40000.0,50.0,0.0,50,50,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20000.0,20000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
80,34575335,9,9,825,3532,411,0,91.66666667,181.0455744,1766,0,392.44444439999995,691.6102788,126.0146865,0.520602331,2033843.235,3947454.6010000003,10000000,4,30100000,3766207.5,5175863.616,10000000,159,34600000,4319003.25,4954016.435,10000000,4,0,0,0,0,192,228,0.26030116600000003,0.26030116600000003,0,1766,229.3157895,502.84900020000003,252857.117,0,0,0,1,0,0,0,0,1,242.0555556,91.66666667,392.44444439999995,192,0,0,0,0,0,0,9,825,9,3532,8192,980,5,20,41917.0,32760.92903000001,79746,22943,10000000.0,2277.799816,10000000,9999289,BENIGN
53,110236695,3,3,141,335,49,45,47.0,2.0,161,75,111.66666670000001,44.37717131,4.317981413,0.054428337,22000000.0,34500000.0,78800000,30355,110000000,55100000.0,33600000.0,78900000,31300000,110000000,55100000.0,33600000.0,78900000,31400000,0,0,0,0,72,84,0.027214169,0.027214169,45,161,74.42857143,43.262212700000006,1871.619048,0,0,0,0,0,0,0,0,1,86.83333333,47.0,111.66666670000001,72,0,0,0,0,0,0,3,141,3,335,-1,-1,2,20,30419.0,90.50966799,30483,30355,55100000.0,33600000.0,78800000,31300000,BENIGN
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
34966,5,3,0,247,0,216,0,82.33333333,116.7918376,0,0,0.0,0.0,49400000.0,600000.0,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,1,0,0,0,96,0,600000.0,0.0,0,216,115.75,116.4484865,13560.25,0,1,0,0,1,0,0,0,0,154.33333330000005,82.33333333,0.0,96,0,0,0,0,0,0,3,247,0,0,59,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1332081,6,7,482,644,322,0,80.3333333333,133.203103067,485,0,92.0,179.6839818496,845.2939423353,9.7591662969,111006.75,264512.406651843,939633,4,1269025,253805.0,384896.14082567795,939633,51811,1279676,213279.333333333,406345.899418545,1030026,4,0,0,0,0,204,232,4.5042305986,5.2549356984,0,485,80.4285714286,149.3162437893,22295.340659340698,0,0,0,1,0,0,0,0,1,86.6153846154,80.3333333333,92.0,204,0,0,0,0,0,0,6,482,7,644,65535,114,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58551,120,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16666.6666666667,120.0,0.0,120,120,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8333.3333333333,8333.3333333333,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,118,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,85336,1,1,42,70,42,42,42.0,0.0,70,70,70.0,0.0,1312.4589859999999,23.4367676,85336.0,0.0,85336,85336,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11.7183838,11.7183838,42,70,51.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,77.0,42.0,70.0,32,0,0,0,0,0,0,1,42,1,70,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5279076,10,13,834,5676,434,0,83.4,145.8829058602,1336,0,436.6153846154,590.1143305131,1233.1703502659,4.3568230501,239958.0,1029693.28867881,4847983,1,5279076,586564.0,1613344.92473665,4886892,63,345606,28800.5,33752.2438917366,98617,1,0,0,0,0,212,268,1.8942708913,2.4625521587,0,1336,271.25,473.3002769637,224013.152173913,0,0,0,1,0,0,0,0,1,283.0434782609,83.4,436.6153846154,212,0,0,0,0,0,0,10,834,13,5676,8192,23232,9,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116645182,23,22,3631,4896,2901,0,157.86956519999995,603.6724958,1400,0,222.5454545,409.8623145,73.10203348,0.38578533,2651026.864,4355212.786,10000000,3,117000000,5302053.727,4945732.471,10000000,3,112000000,5321243.714,5070794.172,10000000,3,0,0,0,0,484,580,0.197179169,0.18860616100000002,0,2901,185.36956519999998,508.31181849999996,258380.9048,0,0,0,1,0,0,0,0,0,189.4888889,157.86956519999995,222.5454545,484,0,0,0,0,0,0,23,3631,22,4896,8192,16060,21,20,157076.4545,406067.1765,1381415,34524,10000000.0,4173.698983,10000000,9999491,BENIGN
52884,96,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10416.66667,10416.66667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,245,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1658,11,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,545454.5455,181818.1818,11.0,0.0,11,11,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,90909.09091,90909.09091,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,ATTACK
